Date,Open,High,Low,Close,Adj Close,Volume
1972-07-26,0.859820,0.864761,0.854878,0.854878,0.179591,1355866
1972-07-27,0.854878,0.857349,0.849937,0.849937,0.178554,1133261
1972-07-28,0.852407,0.857349,0.852407,0.857349,0.180111,1128202
1972-07-31,0.857349,0.857349,0.849937,0.849937,0.178554,2043917
1972-08-01,0.849937,0.869703,0.849937,0.867232,0.182187,1806134
1972-08-02,0.869703,0.882056,0.869703,0.879586,0.184782,3020342
1972-08-03,0.879586,0.882056,0.862290,0.867232,0.182187,1305274
1972-08-04,0.867232,0.877115,0.859820,0.872173,0.183225,2145101
1972-08-07,0.872173,0.874644,0.862290,0.874644,0.183744,1962970
1972-08-08,0.874644,0.879586,0.869703,0.874644,0.183744,2403120
1972-08-09,0.874644,0.877115,0.869703,0.877115,0.184263,2479008
1972-08-10,0.877115,0.886998,0.872173,0.886998,0.186339,1163616
1972-08-11,0.886998,0.904293,0.882056,0.904293,0.189973,3162000
1972-08-14,0.904293,0.909235,0.896881,0.904293,0.189973,3313776
1972-08-15,0.904293,0.904293,0.894410,0.899352,0.188935,1254682
1972-08-16,0.899352,0.904293,0.886998,0.894410,0.187896,1532938
1972-08-17,0.894410,0.906764,0.891939,0.896881,0.188416,2726909
1972-08-18,0.894410,0.894410,0.879586,0.879586,0.184782,3050698
1972-08-21,0.879586,0.884527,0.867232,0.879586,0.184782,1295155
1972-08-22,0.879586,0.889469,0.869703,0.874644,0.183744,1431754
1972-08-23,0.874644,0.884527,0.862290,0.869703,0.182706,1654358
1972-08-24,0.869703,0.872173,0.849937,0.864761,0.181668,2155219
1972-08-25,0.864761,0.869703,0.849937,0.854878,0.179591,2823034
1972-08-28,0.854878,0.862290,0.847466,0.852407,0.179073,1436813
1972-08-29,0.852407,0.862290,0.847466,0.857349,0.180782,2140042
1972-08-30,0.857349,0.857349,0.847466,0.852407,0.179739,2231107
1972-08-31,0.852407,0.854878,0.840054,0.844995,0.178177,2190634
1972-09-01,0.844995,0.847466,0.835112,0.847466,0.178698,4877069
1972-09-05,0.847466,0.849937,0.842525,0.849937,0.179219,991603
1972-09-06,0.847466,0.847466,0.822759,0.827700,0.174530,1917437
1972-09-07,0.827700,0.830171,0.800522,0.802993,0.169320,3075994
1972-09-08,0.802993,0.822759,0.802993,0.815346,0.171925,1780838
1972-09-11,0.815346,0.817817,0.805463,0.810405,0.170883,1391280
1972-09-12,0.810405,0.817817,0.798051,0.798051,0.168278,1492464
1972-09-13,0.798051,0.810405,0.793110,0.807934,0.170362,4275024
1972-09-14,0.807934,0.817817,0.795580,0.800522,0.168799,2069213
1972-09-15,0.802993,0.815346,0.802993,0.812876,0.171404,1158557
1972-09-18,0.812876,0.825229,0.805463,0.815346,0.171925,728525
1972-09-19,0.815346,0.832642,0.810405,0.825229,0.174009,849946
1972-09-20,0.825229,0.835112,0.815346,0.822759,0.173488,1158557
1972-09-21,0.822759,0.832642,0.820288,0.825229,0.174009,1340688
1972-09-22,0.825229,0.830171,0.815346,0.817817,0.172446,1290096
1972-09-25,0.817817,0.817817,0.800522,0.810405,0.170883,6799565
1972-09-26,0.810405,0.825229,0.805463,0.825229,0.174009,2018621
1972-09-27,0.830171,0.844995,0.830171,0.844995,0.178177,2038858
1972-09-28,0.844995,0.849937,0.832642,0.849937,0.179219,5752310
1972-09-29,0.849937,0.849937,0.840054,0.847466,0.178698,2276640
1972-10-02,0.842525,0.842525,0.835112,0.835112,0.176093,2590310
1972-10-03,0.832642,0.832642,0.817817,0.817817,0.172446,784176
1972-10-04,0.817817,0.832642,0.812876,0.817817,0.172446,1922496
1972-10-05,0.805463,0.805463,0.783227,0.788168,0.166194,8261674
1972-10-06,0.788168,0.805463,0.785697,0.802993,0.169320,2403120
1972-10-09,0.802993,0.805463,0.798051,0.798051,0.168278,986544
1972-10-10,0.798051,0.815346,0.795580,0.805463,0.169841,1411517
1972-10-11,0.805463,0.812876,0.793110,0.802993,0.169320,2048976
1972-10-12,0.802993,0.802993,0.790639,0.795580,0.167757,3232829
1972-10-13,0.795580,0.795580,0.783227,0.785697,0.165673,3020342
1972-10-16,0.785697,0.793110,0.778285,0.780756,0.164631,1826371
1972-10-17,0.780756,0.788168,0.780756,0.788168,0.166194,2838211
1972-10-18,0.788168,0.800522,0.770873,0.778285,0.164110,4077715
1972-10-19,0.778285,0.785697,0.773344,0.785697,0.165673,1588589
1972-10-20,0.785697,0.807934,0.778285,0.805463,0.169841,1239504
1972-10-23,0.810405,0.825229,0.810405,0.822759,0.173488,1269859
1972-10-24,0.822759,0.827700,0.817817,0.825229,0.174009,3526262
1972-10-25,0.820288,0.820288,0.805463,0.812876,0.171404,1153498
1972-10-26,0.812876,0.822759,0.805463,0.810405,0.170883,1436813
1972-10-27,0.810405,0.815346,0.800522,0.812876,0.171404,1325510
1972-10-30,0.812876,0.812876,0.800522,0.800522,0.168799,880301
1972-10-31,0.805463,0.817817,0.805463,0.810405,0.170883,3602150
1972-11-01,0.810405,0.825229,0.807934,0.820288,0.172967,3187296
1972-11-02,0.820288,0.849937,0.820288,0.849937,0.179219,3900643
1972-11-03,0.849937,0.889469,0.847466,0.889469,0.187554,2590310
1972-11-06,0.889469,0.889469,0.869703,0.872173,0.183907,2696554
1972-11-08,0.872173,0.882056,0.867232,0.874644,0.184428,3531322
1972-11-09,0.874644,0.879586,0.862290,0.872173,0.183907,895478
1972-11-10,0.872173,0.872173,0.842525,0.849937,0.179219,5236272
1972-11-13,0.849937,0.864761,0.844995,0.852407,0.179739,890419
1972-11-14,0.852407,0.862290,0.837583,0.849937,0.179219,1360925
1972-11-15,0.849937,0.854878,0.849937,0.849937,0.179219,5119910
1972-11-16,0.849937,0.852407,0.842525,0.849937,0.179219,3010224
1972-11-17,0.849937,0.859820,0.847466,0.849937,0.179219,4927661
1972-11-20,0.849937,0.854878,0.847466,0.849937,0.179219,1391280
1972-11-21,0.849937,0.849937,0.830171,0.832642,0.175572,1790957
1972-11-22,0.832642,0.854878,0.827700,0.844995,0.178177,3364368
1972-11-24,0.847466,0.859820,0.847466,0.852407,0.179739,1426694
1972-11-27,0.852407,0.862290,0.852407,0.859820,0.181303,1178794
1972-11-28,0.859820,0.864761,0.849937,0.857349,0.181659,1517760
1972-11-29,0.857349,0.862290,0.849937,0.857349,0.181659,1608826
1972-11-30,0.859820,0.872173,0.859820,0.864761,0.183229,1735306
1972-12-01,0.864761,0.877115,0.862290,0.869703,0.184276,1811194
1972-12-04,0.872173,0.879586,0.872173,0.879586,0.186370,1952851
1972-12-05,0.879586,0.889469,0.874644,0.879586,0.186370,2595370
1972-12-06,0.879586,0.879586,0.872173,0.879586,0.186370,784176
1972-12-07,0.879586,0.886998,0.874644,0.879586,0.186370,1679654
1972-12-08,0.879586,0.889469,0.879586,0.889469,0.188464,3248006
1972-12-11,0.889469,0.896881,0.882056,0.891939,0.188988,2064154
1972-12-12,0.891939,0.894410,0.879586,0.879586,0.186370,2499245
1972-12-13,0.879586,0.879586,0.869703,0.872173,0.184800,3440256
1972-12-14,0.872173,0.877115,0.869703,0.869703,0.184276,1578470
1972-12-15,0.869703,0.869703,0.840054,0.844995,0.179041,8226259
1972-12-18,0.844995,0.847466,0.840054,0.842525,0.178518,1123142
1972-12-19,0.842525,0.854878,0.835112,0.852407,0.180611,2175456
1972-12-20,0.852407,0.867232,0.847466,0.849937,0.180088,1801075
1972-12-21,0.849937,0.859820,0.842525,0.849937,0.180088,1062432
1972-12-22,0.849937,0.854878,0.842525,0.854878,0.181135,743702
1972-12-26,0.854878,0.862290,0.849937,0.849937,0.180088,526157
1972-12-27,0.849937,0.859820,0.847466,0.847466,0.179564,1441872
1972-12-29,0.847466,0.859820,0.847466,0.847466,0.179564,1386221
1973-01-02,0.852407,0.867232,0.852407,0.862290,0.182705,1325510
1973-01-03,0.862290,0.869703,0.857349,0.864761,0.183229,1603766
1973-01-04,0.864761,0.874644,0.857349,0.874644,0.185323,2322173
1973-01-05,0.874644,0.886998,0.867232,0.879586,0.186370,2570074
1973-01-08,0.869703,0.869703,0.857349,0.859820,0.182182,1937674
1973-01-09,0.859820,0.867232,0.854878,0.859820,0.182182,1350806
1973-01-10,0.859820,0.877115,0.859820,0.869703,0.184276,2119805
1973-01-11,0.869703,0.884527,0.869703,0.882056,0.186894,2661139
1973-01-12,0.882056,0.884527,0.859820,0.867232,0.183753,2944454
1973-01-15,0.867232,0.879586,0.862290,0.869703,0.184276,2033798
1973-01-16,0.869703,0.869703,0.859820,0.867232,0.183753,1153498
1973-01-17,0.867232,0.867232,0.859820,0.867232,0.183753,1912378
1973-01-18,0.867232,0.877115,0.862290,0.867232,0.183753,1168675
1973-01-19,0.867232,0.869703,0.854878,0.864761,0.183229,2231107
1973-01-22,0.864761,0.872173,0.857349,0.857349,0.181659,2038858
1973-01-23,0.852407,0.852407,0.840054,0.849937,0.180088,2747146
1973-01-24,0.849937,0.857349,0.840054,0.842525,0.178518,2231107
1973-01-26,0.842525,0.842525,0.795580,0.812876,0.172236,3506026
1973-01-29,0.812876,0.822759,0.812876,0.812876,0.172236,2018621
1973-01-30,0.812876,0.825229,0.812876,0.815346,0.172759,2473949
1973-01-31,0.815346,0.827700,0.812876,0.827700,0.175376,1219267
1973-02-01,0.827700,0.840054,0.825229,0.825229,0.174853,3030461
1973-02-02,0.825229,0.827700,0.820288,0.820288,0.173806,1042195
1973-02-05,0.820288,0.827700,0.815346,0.815346,0.172759,1507642
1973-02-06,0.815346,0.822759,0.802993,0.815346,0.172759,2620666
1973-02-07,0.815346,0.815346,0.790639,0.798051,0.169094,2605488
1973-02-08,0.798051,0.817817,0.795580,0.810405,0.171712,1472227
1973-02-09,0.810405,0.825229,0.810405,0.822759,0.174330,1735306
1973-02-12,0.822759,0.835112,0.822759,0.827700,0.175376,3242947
1973-02-13,0.837583,0.869703,0.837583,0.844995,0.179041,4032182
1973-02-14,0.844995,0.849937,0.832642,0.832642,0.176424,1998384
1973-02-15,0.832642,0.847466,0.825229,0.842525,0.178518,2236166
1973-02-16,0.842525,0.849937,0.835112,0.842525,0.178518,2322173
1973-02-20,0.844995,0.852407,0.844995,0.847466,0.179564,1027018
1973-02-21,0.847466,0.859820,0.847466,0.854878,0.181135,1568352
1973-02-22,0.854878,0.859820,0.849937,0.859820,0.182182,1704950
1973-02-23,0.859820,0.864761,0.844995,0.849937,0.180088,2028739
1973-02-26,0.849937,0.849937,0.840054,0.844995,0.179041,2190634
1973-02-27,0.844995,0.857349,0.840054,0.849937,0.180088,1674595
1973-02-28,0.849937,0.849937,0.825229,0.837583,0.178133,4189018
1973-03-01,0.837583,0.847466,0.832642,0.837583,0.178133,1563293
1973-03-02,0.837583,0.842525,0.827700,0.835112,0.177608,2048976
1973-03-05,0.835112,0.842525,0.820288,0.832642,0.177082,2878685
1973-03-06,0.832642,0.840054,0.830171,0.835112,0.177608,3116467
1973-03-07,0.835112,0.852407,0.835112,0.852407,0.181286,3708394
1973-03-08,0.854878,0.864761,0.854878,0.862290,0.183388,4421741
1973-03-09,0.862290,0.867232,0.857349,0.867232,0.184439,3860170
1973-03-12,0.864761,0.864761,0.849937,0.857349,0.182337,1239504
1973-03-13,0.857349,0.862290,0.844995,0.854878,0.181812,3030461
1973-03-14,0.854878,0.859820,0.849937,0.852407,0.181286,2600429
1973-03-15,0.852407,0.852407,0.840054,0.844995,0.179710,849946
1973-03-16,0.844995,0.857349,0.837583,0.852407,0.181286,2210870
1973-03-19,0.852407,0.852407,0.842525,0.844995,0.179710,971366
1973-03-20,0.844995,0.854878,0.842525,0.844995,0.179710,1421635
1973-03-21,0.844995,0.849937,0.825229,0.825229,0.175506,4103011
1973-03-22,0.820288,0.820288,0.785697,0.788168,0.167624,4725293
1973-03-23,0.788168,0.790639,0.760990,0.780756,0.166048,4183958
1973-03-26,0.783227,0.805463,0.783227,0.793110,0.168675,2868566
1973-03-27,0.798051,0.837583,0.798051,0.835112,0.177608,2580192
1973-03-28,0.835112,0.847466,0.822759,0.837583,0.178133,1629062
1973-03-29,0.837583,0.842525,0.830171,0.832642,0.177082,1158557
1973-03-30,0.832642,0.835112,0.810405,0.815346,0.173404,1360925
1973-04-02,0.815346,0.822759,0.795580,0.795580,0.169200,591926
1973-04-03,0.795580,0.798051,0.770873,0.793110,0.168675,3202474
1973-04-04,0.793110,0.800522,0.790639,0.798051,0.169726,1118083
1973-04-05,0.795580,0.795580,0.773344,0.775814,0.164997,1942733
1973-04-06,0.775814,0.793110,0.770873,0.788168,0.167624,2261462
1973-04-09,0.788168,0.800522,0.780756,0.793110,0.168675,2954573
1973-04-10,0.793110,0.812876,0.790639,0.810405,0.172353,4330675
1973-04-11,0.810405,0.825229,0.800522,0.807934,0.171828,3758986
1973-04-12,0.807934,0.815346,0.802993,0.807934,0.171828,1219267
1973-04-13,0.807934,0.810405,0.795580,0.807934,0.171828,1107965
1973-04-16,0.807934,0.820288,0.807934,0.807934,0.171828,1897200
1973-04-17,0.807934,0.812876,0.800522,0.800522,0.170251,1371043
1973-04-18,0.800522,0.807934,0.798051,0.805463,0.171302,1441872
1973-04-19,0.805463,0.817817,0.802993,0.805463,0.171302,3364368
1973-04-23,0.805463,0.810405,0.795580,0.807934,0.171828,2069213
1973-04-24,0.802993,0.802993,0.793110,0.795580,0.169200,3870288
1973-04-25,0.795580,0.795580,0.785697,0.788168,0.167624,1087728
1973-04-26,0.778285,0.778285,0.765931,0.773344,0.164471,2696554
1973-04-27,0.773344,0.780756,0.768402,0.778285,0.165522,1725187
1973-04-30,0.778285,0.783227,0.765931,0.780756,0.166048,1148438
1973-05-01,0.780756,0.785697,0.773344,0.780756,0.166048,1416576
1973-05-02,0.780756,0.790639,0.778285,0.780756,0.166048,2352528
1973-05-03,0.778285,0.805463,0.778285,0.798051,0.169726,1907318
1973-05-04,0.798051,0.815346,0.798051,0.805463,0.171302,2544778
1973-05-07,0.805463,0.805463,0.798051,0.805463,0.171302,1639181
1973-05-08,0.805463,0.805463,0.798051,0.805463,0.171302,1113024
1973-05-09,0.805463,0.815346,0.805463,0.805463,0.171302,2716790
1973-05-10,0.805463,0.805463,0.798051,0.805463,0.171302,1543056
1973-05-11,0.805463,0.805463,0.798051,0.805463,0.171302,865123
1973-05-14,0.805463,0.805463,0.798051,0.798051,0.169726,758880
1973-05-15,0.798051,0.805463,0.788168,0.805463,0.171302,2802797
1973-05-16,0.805463,0.805463,0.798051,0.798051,0.169726,885360
1973-05-17,0.798051,0.805463,0.798051,0.798051,0.169726,1011840
1973-05-18,0.798051,0.798051,0.778285,0.788168,0.167624,4796122
1973-05-21,0.788168,0.788168,0.778285,0.788168,0.167624,2200752
1973-05-22,0.788168,0.805463,0.788168,0.788168,0.167624,2023680
1973-05-23,0.788168,0.798051,0.788168,0.798051,0.169726,1193971
1973-05-24,0.798051,0.815346,0.788168,0.815346,0.173404,1887082
1973-05-25,0.815346,0.835112,0.815346,0.835112,0.177608,2241226
1973-05-29,0.835112,0.844995,0.835112,0.844995,0.179710,1077610
1973-05-30,0.844995,0.844995,0.815346,0.835112,0.178275,1441872
1973-05-31,0.835112,0.844995,0.825229,0.825229,0.176165,1451990
1973-06-01,0.825229,0.825229,0.815346,0.815346,0.174056,2463830
1973-06-04,0.815346,0.815346,0.788168,0.798051,0.170364,1391280
1973-06-05,0.798051,0.825229,0.798051,0.825229,0.176165,1730246
1973-06-06,0.835112,0.854878,0.835112,0.835112,0.178275,4745530
1973-06-07,0.835112,0.862290,0.835112,0.862290,0.184077,2271581
1973-06-08,0.862290,0.872173,0.854878,0.862290,0.184077,2484067
1973-06-11,0.862290,0.882056,0.862290,0.882056,0.188297,2387942
1973-06-12,0.882056,0.882056,0.872173,0.872173,0.186187,1876963
1973-06-13,0.882056,0.891939,0.882056,0.882056,0.188297,3829814
1973-06-14,0.882056,0.882056,0.862290,0.872173,0.186187,3177178
1973-06-15,0.872173,0.872173,0.862290,0.872173,0.186187,1173734
1973-06-18,0.872173,0.872173,0.862290,0.872173,0.186187,2984928
1973-06-19,0.872173,0.882056,0.862290,0.872173,0.186187,2696554
1973-06-20,0.872173,0.882056,0.872173,0.872173,0.186187,1624003
1973-06-21,0.872173,0.882056,0.862290,0.872173,0.186187,1745424
1973-06-22,0.872173,0.882056,0.862290,0.872173,0.186187,2018621
1973-06-25,0.872173,0.872173,0.862290,0.872173,0.186187,829709
1973-06-26,0.872173,0.882056,0.872173,0.882056,0.188297,2337350
1973-06-27,0.882056,0.901822,0.882056,0.901822,0.192516,4973194
1973-06-28,0.911705,0.938884,0.911705,0.929001,0.198318,9369638
1973-06-29,0.929001,0.929001,0.911705,0.919118,0.196208,3905702
1973-07-02,0.919118,0.919118,0.911705,0.911705,0.194626,2008502
1973-07-03,0.911705,0.911705,0.891939,0.891939,0.190406,2084390
1973-07-05,0.891939,0.901822,0.882056,0.891939,0.190406,2519482
1973-07-06,0.891939,0.901822,0.882056,0.891939,0.190406,1477286
1973-07-09,0.882056,0.882056,0.882056,0.882056,0.188297,1330570
1973-07-10,0.901822,0.911705,0.901822,0.911705,0.194626,2170397
1973-07-11,0.919118,0.958650,0.919118,0.948767,0.202538,3197414
1973-07-12,0.948767,0.958650,0.919118,0.948767,0.202538,1816253
1973-07-13,0.948767,0.948767,0.929001,0.938884,0.200428,1269859
1973-07-16,0.938884,0.948767,0.929001,0.948767,0.202538,1396339
1973-07-17,0.948767,0.968533,0.948767,0.958650,0.204647,4123248
1973-07-18,0.958650,0.978416,0.958650,0.978416,0.208867,1720128
1973-07-19,0.978416,0.995711,0.968533,0.985828,0.210449,3030461
1973-07-20,0.985828,1.005594,0.978416,0.995711,0.212559,3222710
1973-07-23,0.995711,1.025360,0.995711,1.015477,0.216779,4533043
1973-07-24,1.015477,1.015477,0.985828,1.015477,0.216779,3450374
1973-07-25,1.015477,1.035243,1.015477,1.035243,0.220998,3081053
1973-07-26,1.035243,1.035243,1.015477,1.015477,0.216779,3597091
1973-07-27,1.005594,1.005594,0.978416,1.005594,0.214669,2357587
1973-07-30,0.985828,0.985828,0.968533,0.985828,0.210449,2291818
1973-07-31,0.985828,0.995711,0.978416,0.978416,0.208867,1968029
1973-08-01,0.978416,0.985828,0.968533,0.978416,0.208867,2099568
1973-08-02,0.978416,0.978416,0.968533,0.968533,0.206757,2398061
1973-08-03,0.968533,0.978416,0.968533,0.968533,0.206757,2463830
1973-08-06,0.968533,0.985828,0.968533,0.978416,0.208867,1376102
1973-08-07,0.978416,0.995711,0.978416,0.978416,0.208867,2190634
1973-08-08,0.978416,0.985828,0.978416,0.985828,0.210449,2347469
1973-08-09,0.985828,0.995711,0.985828,0.985828,0.210449,2484067
1973-08-10,0.985828,0.995711,0.978416,0.978416,0.208867,2453712
1973-08-13,0.978416,0.978416,0.958650,0.968533,0.206757,1340688
1973-08-14,0.968533,0.968533,0.938884,0.938884,0.200428,1902259
1973-08-15,0.938884,0.938884,0.901822,0.919118,0.196208,3511085
1973-08-16,0.911705,0.911705,0.862290,0.872173,0.186187,3450374
1973-08-17,0.872173,0.872173,0.862290,0.862290,0.184077,1841549
1973-08-20,0.862290,0.862290,0.854878,0.862290,0.184077,1188912
1973-08-21,0.862290,0.872173,0.862290,0.862290,0.184077,1831430
1973-08-22,0.862290,0.872173,0.854878,0.862290,0.184077,2772442
1973-08-23,0.872173,0.882056,0.872173,0.882056,0.188297,2317114
1973-08-24,0.882056,0.901822,0.872173,0.872173,0.186187,1887082
1973-08-27,0.872173,0.891939,0.872173,0.891939,0.190406,1806134
1973-08-28,0.891939,0.901822,0.882056,0.891939,0.191084,1811194
1973-08-29,0.901822,0.929001,0.901822,0.919118,0.196907,2312054
1973-08-30,0.919118,0.929001,0.901822,0.901822,0.193201,1527878
1973-08-31,0.901822,0.919118,0.901822,0.919118,0.196907,956189
1973-09-04,0.919118,0.929001,0.891939,0.901822,0.193201,1143379
1973-09-05,0.901822,0.901822,0.891939,0.891939,0.191084,1973088
1973-09-06,0.891939,0.901822,0.891939,0.891939,0.191084,1912378
1973-09-07,0.891939,0.891939,0.872173,0.872173,0.186849,1659418
1973-09-10,0.872173,0.872173,0.854878,0.862290,0.184732,1441872
1973-09-11,0.854878,0.854878,0.844995,0.844995,0.181027,2570074
1973-09-12,0.844995,0.854878,0.835112,0.844995,0.181027,1138320
1973-09-13,0.844995,0.862290,0.844995,0.854878,0.183144,1204090
1973-09-14,0.854878,0.872173,0.844995,0.872173,0.186849,1699891
1973-09-17,0.872173,0.882056,0.872173,0.882056,0.188967,1927555
1973-09-18,0.882056,0.891939,0.872173,0.872173,0.186849,1927555
1973-09-19,0.872173,0.901822,0.872173,0.901822,0.193201,1436813
1973-09-20,0.901822,0.901822,0.891939,0.901822,0.193201,2064154
1973-09-21,0.901822,0.901822,0.882056,0.891939,0.191084,1553174
1973-09-24,0.891939,0.901822,0.882056,0.891939,0.191084,1315392
1973-09-25,0.891939,0.901822,0.882056,0.882056,0.188967,1173734
1973-09-26,0.882056,0.891939,0.882056,0.891939,0.191084,2241226
1973-09-27,0.891939,0.891939,0.882056,0.882056,0.188967,1350806
1973-09-28,0.882056,0.891939,0.872173,0.882056,0.188967,1107965
1973-10-01,0.882056,0.882056,0.862290,0.882056,0.188967,1158557
1973-10-02,0.882056,0.891939,0.882056,0.891939,0.191084,1654358
1973-10-03,0.891939,0.891939,0.882056,0.882056,0.188967,2479008
1973-10-04,0.882056,0.882056,0.872173,0.872173,0.186849,3207533
1973-10-05,0.872173,0.872173,0.854878,0.872173,0.186849,1998384
1973-10-08,0.872173,0.882056,0.862290,0.882056,0.188967,1684714
1973-10-09,0.882056,0.891939,0.872173,0.891939,0.191084,2013562
1973-10-10,0.891939,0.891939,0.882056,0.882056,0.188967,2473949
1973-10-11,0.882056,0.911705,0.882056,0.911705,0.195318,1451990
1973-10-12,0.911705,0.929001,0.911705,0.919118,0.196907,2084390
1973-10-15,0.911705,0.911705,0.901822,0.911705,0.195318,1603766
1973-10-16,0.911705,0.919118,0.901822,0.919118,0.196907,2195693
1973-10-17,0.919118,0.938884,0.919118,0.938884,0.201141,2286758
1973-10-18,0.938884,0.968533,0.938884,0.938884,0.201141,2033798
1973-10-19,0.938884,0.968533,0.938884,0.958650,0.205376,2919158
1973-10-22,0.958650,0.958650,0.948767,0.948767,0.203258,981485
1973-10-23,0.948767,0.968533,0.938884,0.968533,0.207493,2155219
1973-10-24,0.968533,0.985828,0.958650,0.985828,0.211198,1801075
1973-10-25,0.985828,0.995711,0.968533,0.985828,0.211198,2423357
1973-10-26,0.985828,1.005594,0.985828,0.995711,0.213315,3597091
1973-10-29,0.995711,0.995711,0.985828,0.995711,0.213315,1193971
1973-10-30,0.985828,0.985828,0.968533,0.968533,0.207493,2134982
1973-10-31,0.968533,0.968533,0.958650,0.968533,0.207493,1537997
1973-11-01,0.958650,0.958650,0.929001,0.929001,0.199024,7087939
1973-11-02,0.929001,0.938884,0.919118,0.919118,0.196907,1067491
1973-11-05,0.919118,0.919118,0.911705,0.911705,0.195318,1037136
1973-11-06,0.911705,0.948767,0.901822,0.911705,0.195318,1532938
1973-11-07,0.911705,0.919118,0.901822,0.901822,0.193201,1957910
1973-11-08,0.901822,0.911705,0.891939,0.901822,0.193201,4877069
1973-11-09,0.901822,0.901822,0.882056,0.882056,0.188967,885360
1973-11-12,0.882056,0.891939,0.872173,0.872173,0.186849,1047254
1973-11-13,0.872173,0.882056,0.862290,0.882056,0.188967,1613885
1973-11-14,0.882056,0.911705,0.882056,0.882056,0.188967,1740365
1973-11-15,0.882056,0.911705,0.882056,0.901822,0.193201,1932614
1973-11-16,0.901822,0.938884,0.901822,0.919118,0.196907,2281699
1973-11-19,0.919118,0.919118,0.882056,0.882056,0.188967,824650
1973-11-20,0.882056,0.891939,0.872173,0.882056,0.188967,991603
1973-11-21,0.891939,0.901822,0.891939,0.901822,0.193201,738643
1973-11-23,0.901822,0.901822,0.872173,0.872173,0.186849,1396339
1973-11-26,0.872173,0.882056,0.872173,0.872173,0.186849,1214208
1973-11-27,0.872173,0.882056,0.862290,0.872173,0.187786,1907318
1973-11-28,0.872173,0.891939,0.862290,0.882056,0.189914,1887082
1973-11-29,0.882056,0.891939,0.862290,0.872173,0.187786,1426694
1973-11-30,0.862290,0.862290,0.844995,0.844995,0.181934,1350806
1973-12-03,0.844995,0.854878,0.815346,0.815346,0.175551,2929277
1973-12-04,0.815346,0.815346,0.805463,0.805463,0.173422,1760602
1973-12-05,0.805463,0.815346,0.788168,0.798051,0.171827,1841549
1973-12-06,0.798051,0.805463,0.788168,0.805463,0.173422,2570074
1973-12-07,0.815346,0.854878,0.815346,0.854878,0.184062,1851667
1973-12-10,0.854878,0.854878,0.835112,0.854878,0.184062,895478
1973-12-11,0.854878,0.862290,0.835112,0.844995,0.181934,1502582
1973-12-12,0.844995,0.844995,0.798051,0.805463,0.173422,3941117
1973-12-13,0.805463,0.815346,0.778285,0.788168,0.169699,1644240
1973-12-14,0.788168,0.798051,0.758519,0.768402,0.165443,2630784
